facility,year,quarter,art_current,art_new
mafig,2015,3,430,39
mafig,2015,4,460,36
mafig,2016,1,476,43
mafig,2016,2,507,47
mafig,2016,3,559,63
mafig,2016,4,574,38
mafig,2017,1,610,43
mafig,2017,2,626,35
mafig,2017,3,655,44
mafig,2017,4,651,37
mafig,2018,1,669,35
mafig,2018,2,696,51
mafig,2018,3,702,34
mafig,2018,4,711,41
mafig,2019,1,734,33
mafig,2019,2,778,43
mafig,2019,3,795,52
mafig,2019,4,828,41
mafig,2020,2,868,29
mafig,2020,1,840,44
badum,2015,1,122,13
badum,2015,2,142,13
badum,2015,3,155,17
badum,2015,4,155,12
badum,2016,1,161,15
badum,2016,2,165,17
badum,2016,3,173,23
badum,2016,4,211,34
badum,2017,1,217,20
badum,2017,2,246,23
badum,2017,3,264,30
badum,2017,4,266,21
badum,2018,1,265,16
badum,2018,2,268,17
badum,2018,3,267,23
badum,2018,4,272,16
badum,2019,1,270,11
badum,2019,2,286,15
badum,2019,3,293,23
badum,2019,4,296,9
badum,2020,2,302,11
badum,2020,1,303,12
fanij,2015,1,83,3
fanij,2015,2,78,1
fanij,2015,3,95,8
fanij,2015,4,96,12
fanij,2016,1,101,12
fanij,2016,2,111,12
fanij,2016,3,111,10
fanij,2016,4,121,11
fanij,2017,1,134,19
fanij,2017,2,134,15
fanij,2017,3,146,19
fanij,2017,4,168,19
fanij,2018,1,157,23
fanij,2018,2,183,26
fanij,2018,3,188,19
fanij,2018,4,192,12
fanij,2019,1,209,20
fanij,2019,2,223,17
fanij,2019,3,246,20
fanij,2019,4,244,18
fanij,2020,1,261,24
fanij,2020,2,274,19
zador,2015,1,39,3
zador,2015,2,37,2
zador,2015,3,46,3
zador,2015,4,55,10
zador,2016,1,42,2
zador,2016,2,35,4
zador,2016,3,54,16
zador,2016,4,55,6
zador,2017,1,61,7
zador,2017,2,68,12
zador,2017,3,54,4
zador,2017,4,70,6
zador,2018,1,77,8
zador,2018,2,84,13
zador,2018,3,84,13
zador,2018,4,81,5
zador,2019,1,89,11
zador,2019,2,97,8
zador,2019,3,101,15
zador,2019,4,110,12
zador,2020,2,99,12
zador,2020,1,87,4
fomid,2015,1,272,52
fomid,2015,2,303,47
fomid,2015,3,332,43
fomid,2015,4,359,46
fomid,2016,1,394,52
fomid,2016,2,426,47
fomid,2016,3,492,81
fomid,2016,4,492,47
fomid,2017,1,524,52
fomid,2017,2,571,69
fomid,2017,3,603,65
fomid,2017,4,646,59
fomid,2018,1,649,57
fomid,2018,2,669,59
fomid,2018,3,683,59
fomid,2018,4,696,55
fomid,2019,1,713,72
fomid,2019,2,741,52
fomid,2019,3,771,54
fomid,2019,4,752,60
fomid,2020,2,811,39
fomid,2020,1,792,68
likok,2015,1,114,6
likok,2015,2,116,11
likok,2015,3,117,11
likok,2015,4,121,11
likok,2016,1,125,9
likok,2016,2,129,15
likok,2016,3,134,13
likok,2016,4,144,14
likok,2017,1,157,18
likok,2017,2,163,14
likok,2017,3,162,14
likok,2017,4,183,22
likok,2018,1,198,29
likok,2018,2,202,17
likok,2018,3,200,17
likok,2018,4,210,22
likok,2019,1,219,20
likok,2019,2,222,16
likok,2019,3,220,12
likok,2019,4,223,12
likok,2020,2,229,7
likok,2020,1,227,7
midip,2015,1,156,7
midip,2015,2,173,17
midip,2015,3,184,11
midip,2015,4,194,17
midip,2016,1,212,19
midip,2016,2,212,11
midip,2016,3,230,19
midip,2016,4,240,26
midip,2017,1,271,23
midip,2017,2,280,13
midip,2017,3,227,2
midip,2017,4,249,25
midip,2018,1,271,14
midip,2018,2,293,10
midip,2018,3,296,13
midip,2018,4,300,10
midip,2019,1,298,6
midip,2019,2,294,7
midip,2019,3,302,13
midip,2019,4,308,12
midip,2020,2,323,9
midip,2020,1,321,14
bumiz,2015,1,172,20
bumiz,2015,2,173,13
bumiz,2015,3,195,23
bumiz,2015,4,192,13
bumiz,2016,1,201,20
bumiz,2016,2,228,27
bumiz,2016,3,257,31
bumiz,2016,4,246,21
bumiz,2017,1,272,40
bumiz,2017,2,310,42
bumiz,2017,3,329,40
bumiz,2017,4,355,39
bumiz,2018,1,378,52
bumiz,2018,2,389,31
bumiz,2018,3,399,40
bumiz,2018,4,415,45
bumiz,2019,1,425,32
bumiz,2019,2,440,30
bumiz,2019,3,452,32
bumiz,2019,4,470,35
bumiz,2020,2,481,29
bumiz,2020,1,483,42
rabuf,2015,1,269,16
rabuf,2015,2,282,27
rabuf,2015,3,296,20
rabuf,2015,4,306,16
rabuf,2016,1,310,23
rabuf,2016,2,335,35
rabuf,2016,3,368,42
rabuf,2016,4,404,36
rabuf,2017,1,443,51
rabuf,2017,2,462,38
rabuf,2017,3,471,44
rabuf,2017,4,679,32
rabuf,2018,1,564,53
rabuf,2018,2,524,59
rabuf,2018,3,555,82
rabuf,2018,4,581,78
rabuf,2019,1,630,67
rabuf,2019,2,644,59
rabuf,2019,3,654,65
rabuf,2019,4,649,61
rabuf,2020,2,680,33
rabuf,2020,1,709,51
polib,2015,1,220,27
polib,2015,2,217,26
polib,2015,3,247,33
polib,2015,4,236,22
polib,2016,1,291,55
polib,2016,2,347,53
polib,2016,3,437,102
polib,2016,4,495,84
polib,2017,1,508,86
polib,2017,2,537,71
polib,2017,3,546,80
polib,2017,4,587,80
polib,2018,1,638,109
polib,2018,2,667,103
polib,2018,3,702,77
polib,2018,4,718,94
polib,2019,1,762,88
polib,2019,2,774,60
polib,2019,3,820,87
polib,2019,4,823,69
polib,2020,2,925,85
polib,2020,1,892,111
zobuf,2015,1,146,14
zobuf,2015,2,145,9
zobuf,2015,3,155,11
zobuf,2015,4,146,8
zobuf,2016,1,165,17
zobuf,2016,2,171,6
zobuf,2016,3,216,46
zobuf,2016,4,206,9
zobuf,2017,1,223,25
zobuf,2017,2,223,14
zobuf,2017,3,269,23
zobuf,2017,4,268,19
zobuf,2018,1,287,21
zobuf,2018,2,300,24
zobuf,2018,3,305,18
zobuf,2018,4,311,18
zobuf,2019,1,327,16
zobuf,2019,2,320,12
zobuf,2019,3,315,11
zobuf,2019,4,294,12
zobuf,2020,2,285,10
zobuf,2020,1,280,9
tojus,2015,1,12,3
tojus,2016,1,10,16
tojus,2016,2,9,1
tojus,2016,3,20,12
tojus,2016,4,19,3
tojus,2017,1,24,10
tojus,2017,2,24,2
tojus,2017,3,25,1
tojus,2017,4,32,7
tojus,2018,1,27,2
tojus,2018,2,27,3
tojus,2018,3,34,8
tojus,2018,4,38,6
tojus,2019,1,39,5
tojus,2019,2,36,4
tojus,2019,3,35,1
tojus,2019,4,46,9
tojus,2020,2,52,4
tojus,2020,1,50,7
modim,2015,1,387,32
modim,2015,2,392,19
modim,2015,3,377,16
modim,2015,4,412,25
modim,2016,1,456,33
modim,2016,2,457,38
modim,2016,3,484,33
modim,2016,4,496,40
modim,2017,1,512,40
modim,2017,2,536,36
modim,2017,3,550,35
modim,2017,4,552,18
modim,2018,1,559,25
modim,2018,2,569,31
modim,2018,3,570,39
modim,2018,4,591,33
modim,2019,1,576,21
modim,2019,2,597,23
modim,2019,3,606,18
modim,2019,4,613,33
modim,2020,1,590,16
modim,2020,2,609,19
livih,2015,1,32,1
livih,2015,2,32,0
livih,2015,3,29,1
livih,2015,4,29,0
livih,2016,1,30,1
livih,2016,2,27,1
livih,2016,3,22,2
livih,2016,4,29,1
livih,2017,1,30,1
livih,2017,2,32,4
livih,2017,3,32,1
livih,2017,4,32,3
livih,2018,1,35,2
livih,2018,2,37,3
livih,2018,3,39,2
livih,2018,4,44,5
livih,2019,1,42,6
livih,2019,2,44,4
livih,2019,3,48,5
livih,2019,4,51,9
livih,2020,1,51,6
livih,2020,2,48,0
ronav,2015,1,496,33
ronav,2015,2,497,16
ronav,2015,3,529,37
ronav,2015,4,536,22
ronav,2016,1,559,40
ronav,2016,2,587,34
ronav,2016,3,621,36
ronav,2016,4,620,25
ronav,2017,1,628,26
ronav,2017,2,632,29
ronav,2017,3,661,35
ronav,2017,4,650,20
ronav,2018,1,658,24
ronav,2018,2,661,24
ronav,2018,3,652,20
ronav,2018,4,669,22
ronav,2019,1,677,36
ronav,2019,2,707,24
ronav,2019,3,700,18
ronav,2019,4,703,18
ronav,2020,2,723,13
ronav,2020,1,716,29
fuzur,2015,1,163,14
fuzur,2015,2,148,9
fuzur,2015,3,165,22
fuzur,2015,4,180,21
fuzur,2016,1,183,13
fuzur,2016,2,181,16
fuzur,2016,3,160,9
fuzur,2016,4,172,12
fuzur,2017,1,175,10
fuzur,2017,2,180,11
fuzur,2017,3,197,18
fuzur,2017,4,212,18
fuzur,2018,1,224,13
fuzur,2018,2,226,13
fuzur,2018,3,235,16
fuzur,2018,4,239,17
fuzur,2019,1,250,16
fuzur,2019,2,243,4
fuzur,2019,3,223,8
fuzur,2019,4,253,21
fuzur,2020,2,239,6
fuzur,2020,1,252,5
mopuz,2015,1,235,10
mopuz,2015,2,247,16
mopuz,2015,3,265,21
mopuz,2015,4,268,12
mopuz,2016,1,269,5
mopuz,2016,2,273,15
mopuz,2016,3,297,34
mopuz,2016,4,302,14
mopuz,2017,1,317,25
mopuz,2017,2,335,17
mopuz,2017,3,347,30
mopuz,2017,4,356,24
mopuz,2018,1,369,22
mopuz,2018,2,393,32
mopuz,2018,3,485,20
mopuz,2018,4,400,31
mopuz,2019,1,412,23
mopuz,2019,2,419,14
mopuz,2019,3,400,21
mopuz,2019,4,402,20
mopuz,2020,2,414,16
mopuz,2020,1,417,25
patat,2015,1,133,7
patat,2015,2,132,6
patat,2015,3,124,5
patat,2015,4,147,19
patat,2016,1,155,16
patat,2016,2,159,14
patat,2016,3,177,24
patat,2016,4,187,10
patat,2017,1,199,14
patat,2017,2,197,13
patat,2017,3,208,16
patat,2017,4,221,27
patat,2018,1,240,17
patat,2018,2,235,13
patat,2018,3,244,19
patat,2018,4,250,19
patat,2019,1,250,20
patat,2019,2,257,23
patat,2019,3,265,13
patat,2019,4,274,16
patat,2020,2,283,13
patat,2020,1,282,19
rijuz,2015,1,83,5
rijuz,2015,2,91,4
rijuz,2015,3,92,4
rijuz,2015,4,92,4
rijuz,2016,1,98,1
rijuz,2016,2,95,4
rijuz,2016,3,95,5
rijuz,2016,4,102,8
rijuz,2017,1,101,5
rijuz,2017,2,104,5
rijuz,2017,3,101,4
rijuz,2017,4,107,5
rijuz,2018,1,109,6
rijuz,2018,2,115,6
rijuz,2018,3,121,9
rijuz,2018,4,121,4
rijuz,2019,1,120,3
rijuz,2019,2,115,1
rijuz,2019,3,113,3
rijuz,2019,4,119,6
rijuz,2020,1,127,7
rijuz,2020,2,130,4
fagip,2015,1,197,28
fagip,2015,2,182,27
fagip,2015,3,193,12
fagip,2015,4,214,20
fagip,2016,1,251,30
fagip,2016,2,236,12
fagip,2016,3,244,27
fagip,2016,4,188,16
fagip,2017,1,233,34
fagip,2017,2,281,52
fagip,2017,3,321,47
fagip,2017,4,328,38
fagip,2018,1,342,43
fagip,2018,2,362,47
fagip,2018,3,374,41
fagip,2018,4,386,46
fagip,2019,1,400,40
fagip,2019,2,397,37
fagip,2019,3,408,31
fagip,2019,4,432,46
fagip,2020,1,438,60
fagip,2020,2,465,43
vukit,2015,1,181,12
vukit,2015,2,192,26
vukit,2015,3,209,14
vukit,2015,4,204,24
vukit,2016,1,200,20
vukit,2016,2,218,15
vukit,2016,3,243,28
vukit,2016,4,232,24
vukit,2017,1,249,21
vukit,2017,2,240,17
vukit,2017,3,262,38
vukit,2017,4,283,33
vukit,2018,1,302,19
vukit,2018,2,278,15
vukit,2018,3,305,22
vukit,2018,4,306,30
vukit,2019,1,340,24
vukit,2019,2,441,17
vukit,2019,3,330,23
vukit,2019,4,325,17
vukit,2020,2,334,12
vukit,2020,1,324,19
samun,2016,1,1,1
samun,2016,2,8,8
samun,2016,3,33,25
samun,2016,4,40,10
samun,2017,1,53,19
samun,2017,2,51,9
samun,2017,3,72,23
samun,2017,4,85,21
samun,2018,1,98,21
samun,2018,2,107,15
samun,2018,3,138,11
samun,2018,4,122,20
samun,2019,1,128,10
samun,2019,2,131,16
samun,2019,3,149,21
samun,2019,4,155,24
samun,2020,2,173,18
samun,2020,1,192,22
zunud,2015,1,134,11
zunud,2015,2,149,17
zunud,2015,3,150,9
zunud,2015,4,152,18
zunud,2016,1,152,6
zunud,2016,2,160,9
zunud,2016,3,188,40
zunud,2016,4,193,15
zunud,2017,1,205,15
zunud,2017,2,208,11
zunud,2017,3,202,9
zunud,2017,4,211,16
zunud,2018,1,230,16
zunud,2018,2,239,9
zunud,2018,3,236,26
zunud,2018,4,249,7
zunud,2019,1,245,12
zunud,2019,2,240,10
zunud,2019,3,250,12
zunud,2019,4,246,11
zunud,2020,2,257,9
zunud,2020,1,260,12
bivaj,2015,1,248,31
bivaj,2015,2,271,32
bivaj,2015,3,276,24
bivaj,2015,4,278,27
bivaj,2016,1,315,19
bivaj,2016,2,327,28
bivaj,2016,3,351,27
bivaj,2016,4,352,25
bivaj,2017,1,369,38
bivaj,2017,2,412,53
bivaj,2017,3,443,49
bivaj,2017,4,474,50
bivaj,2018,1,511,56
bivaj,2018,2,545,49
bivaj,2018,3,565,51
bivaj,2018,4,574,40
bivaj,2019,1,607,60
bivaj,2019,2,636,57
bivaj,2019,3,650,40
bivaj,2019,4,686,55
bivaj,2020,2,708,38
bivaj,2020,1,697,49
hisih,2015,1,75,5
hisih,2015,2,83,17
hisih,2015,3,82,14
hisih,2015,4,92,14
hisih,2016,1,99,9
hisih,2016,2,114,15
hisih,2016,3,129,32
hisih,2016,4,140,12
hisih,2017,1,147,27
hisih,2017,2,162,20
hisih,2017,3,169,19
hisih,2017,4,179,18
hisih,2018,1,188,19
hisih,2018,2,200,23
hisih,2018,3,203,22
hisih,2018,4,213,14
hisih,2019,1,229,17
hisih,2019,2,220,10
hisih,2019,3,239,22
hisih,2019,4,239,5
hisih,2020,2,265,19
hisih,2020,1,265,21
bosib,2015,1,112,18
bosib,2015,2,122,13
bosib,2015,3,126,8
bosib,2015,4,140,10
bosib,2016,1,145,17
bosib,2016,2,145,9
bosib,2016,3,159,19
bosib,2016,4,147,9
bosib,2017,1,165,11
bosib,2017,2,171,11
bosib,2017,3,179,14
bosib,2017,4,180,12
bosib,2018,1,180,7
bosib,2018,2,180,11
bosib,2018,3,182,4
bosib,2018,4,186,7
bosib,2019,1,196,8
bosib,2019,2,202,8
bosib,2019,3,202,7
bosib,2019,4,200,6
bosib,2020,1,201,4
bosib,2020,2,204,7
jimut,2015,1,91,12
jimut,2015,2,100,13
jimut,2015,3,104,6
jimut,2015,4,110,12
jimut,2016,1,116,3
jimut,2016,2,121,6
jimut,2016,3,136,14
jimut,2016,4,135,13
jimut,2017,1,132,7
jimut,2017,2,126,3
jimut,2017,3,123,2
jimut,2017,4,131,9
jimut,2018,1,136,7
jimut,2018,2,148,10
jimut,2018,3,151,10
jimut,2018,4,153,5
jimut,2019,1,160,10
jimut,2019,2,161,14
jimut,2019,3,171,9
jimut,2019,4,171,6
jimut,2020,2,175,8
jimut,2020,1,173,11
nusos,2015,1,424,45
nusos,2015,2,440,37
nusos,2015,3,469,36
nusos,2015,4,445,40
nusos,2016,1,477,45
nusos,2016,2,505,56
nusos,2016,3,534,61
nusos,2016,4,551,42
nusos,2017,1,608,74
nusos,2017,2,655,59
nusos,2017,3,689,63
nusos,2017,4,724,60
nusos,2018,1,758,67
nusos,2018,2,764,55
nusos,2018,3,736,45
nusos,2018,4,763,57
nusos,2019,1,737,52
nusos,2019,2,791,59
nusos,2019,3,826,60
nusos,2019,4,829,43
nusos,2020,1,865,55
nusos,2020,2,892,41
zifol,2015,1,83,9
zifol,2015,2,85,7
zifol,2015,3,97,9
zifol,2015,4,94,8
zifol,2016,1,101,1
zifol,2016,2,106,5
zifol,2016,3,111,17
zifol,2016,4,117,9
zifol,2017,1,128,14
zifol,2017,2,127,6
zifol,2017,3,119,6
zifol,2017,4,130,12
zifol,2018,1,130,10
zifol,2018,2,122,8
zifol,2018,3,126,11
zifol,2018,4,132,7
zifol,2019,1,139,2
zifol,2019,2,138,6
zifol,2019,3,130,10
zifol,2019,4,151,19
zifol,2020,2,149,0
zifol,2020,1,158,11
jibom,2015,1,111,10
jibom,2015,2,109,6
jibom,2015,3,120,13
jibom,2015,4,136,16
jibom,2016,1,147,12
jibom,2016,2,133,4
jibom,2016,3,148,19
jibom,2016,4,174,34
jibom,2017,1,174,17
jibom,2017,2,177,9
jibom,2017,3,181,26
jibom,2017,4,196,19
jibom,2018,1,196,21
jibom,2018,2,178,13
jibom,2018,3,195,22
jibom,2018,4,178,27
jibom,2019,1,215,19
jibom,2019,2,212,9
jibom,2019,3,211,23
jibom,2019,4,222,17
jibom,2020,1,231,10
jibom,2020,2,241,11
dukal,2015,1,78,6
dukal,2015,2,87,11
dukal,2015,3,90,5
dukal,2015,4,90,10
dukal,2016,1,99,13
dukal,2016,2,106,13
dukal,2016,3,115,16
dukal,2016,4,128,26
dukal,2017,1,136,16
dukal,2017,2,137,7
dukal,2017,3,144,13
dukal,2017,4,139,10
dukal,2018,1,146,15
dukal,2018,2,137,7
dukal,2018,3,128,3
dukal,2018,4,127,2
dukal,2019,1,132,10
dukal,2019,2,133,3
dukal,2019,3,139,10
dukal,2019,4,147,9
dukal,2020,2,147,12
dukal,2020,1,147,7
kahim,2015,1,98,15
kahim,2015,2,66,14
kahim,2015,3,96,16
kahim,2015,4,114,37
kahim,2016,1,120,12
kahim,2016,2,140,14
kahim,2016,3,176,33
kahim,2016,4,171,18
kahim,2017,1,168,20
kahim,2017,2,175,22
kahim,2017,3,207,15
kahim,2017,4,184,16
kahim,2018,1,213,24
kahim,2018,2,241,16
kahim,2018,3,267,18
kahim,2018,4,280,25
kahim,2019,1,287,25
kahim,2019,2,278,21
kahim,2019,3,322,23
kahim,2019,4,325,25
kahim,2020,2,315,14
kahim,2020,1,315,8
rovig,2015,1,122,9
rovig,2015,2,128,12
rovig,2015,3,143,19
rovig,2015,4,154,16
rovig,2016,1,163,16
rovig,2016,2,172,15
rovig,2016,3,190,28
rovig,2016,4,204,22
rovig,2017,1,209,11
rovig,2017,2,230,28
rovig,2017,3,234,17
rovig,2017,4,250,15
rovig,2018,1,259,15
rovig,2018,2,267,13
rovig,2018,3,267,18
rovig,2018,4,273,20
rovig,2019,1,280,15
rovig,2019,2,287,13
rovig,2019,3,305,16
rovig,2019,4,300,0
rovig,2020,2,305,12
rovig,2020,1,303,5
nanun,2015,1,349,31
nanun,2015,2,386,44
nanun,2015,3,423,32
nanun,2015,4,423,17
nanun,2016,1,421,17
nanun,2016,2,431,28
nanun,2016,3,470,29
nanun,2016,4,483,24
nanun,2017,1,501,45
nanun,2017,2,520,25
nanun,2017,3,535,32
nanun,2017,4,551,15
nanun,2018,1,577,32
nanun,2018,2,609,37
nanun,2018,3,632,33
nanun,2018,4,651,42
nanun,2019,1,697,39
nanun,2019,2,720,43
nanun,2019,3,594,32
nanun,2019,4,605,34
nanun,2020,2,760,28
nanun,2020,1,751,59
vobah,2015,1,113,10
vobah,2015,2,120,15
vobah,2015,3,122,9
vobah,2015,4,127,11
vobah,2016,1,135,22
vobah,2016,2,142,14
vobah,2016,3,190,54
vobah,2016,4,206,31
vobah,2017,1,211,26
vobah,2017,2,227,35
vobah,2017,3,236,25
vobah,2017,4,243,20
vobah,2018,1,260,32
vobah,2018,2,270,26
vobah,2018,3,292,42
vobah,2018,4,338,60
vobah,2019,1,343,49
vobah,2019,2,347,44
vobah,2019,3,383,43
vobah,2019,4,420,45
vobah,2020,2,423,44
vobah,2020,1,379,30
kalor,2015,1,39,5
kalor,2015,2,39,2
kalor,2015,3,39,0
kalor,2015,4,38,2
kalor,2016,1,41,4
kalor,2016,2,41,0
kalor,2016,3,53,14
kalor,2016,4,56,6
kalor,2017,1,59,4
kalor,2017,2,61,9
kalor,2017,3,71,12
kalor,2017,4,72,7
kalor,2018,1,65,6
kalor,2018,2,65,7
kalor,2018,3,73,9
kalor,2018,4,77,10
kalor,2019,1,74,10
kalor,2019,2,76,9
kalor,2019,3,78,2
kalor,2019,4,84,7
kalor,2020,1,92,6
kalor,2020,2,99,10
bufuk,2015,1,286,23
bufuk,2015,2,298,15
bufuk,2015,3,312,13
bufuk,2015,4,303,25
bufuk,2016,1,329,29
bufuk,2016,2,347,24
bufuk,2016,3,374,35
bufuk,2016,4,382,21
bufuk,2017,1,393,25
bufuk,2017,2,391,19
bufuk,2017,3,406,24
bufuk,2017,4,422,20
bufuk,2018,1,437,19
bufuk,2018,2,451,16
bufuk,2018,3,447,16
bufuk,2018,4,453,11
bufuk,2019,1,445,22
bufuk,2019,2,449,21
bufuk,2019,3,434,21
bufuk,2019,4,450,15
bufuk,2020,2,471,18
bufuk,2020,1,460,21
tidav,2015,1,588,63
tidav,2015,2,624,58
tidav,2015,3,668,59
tidav,2015,4,699,68
tidav,2016,1,737,67
tidav,2016,2,779,70
tidav,2016,4,881,50
tidav,2017,1,943,85
tidav,2017,2,1014,89
tidav,2017,3,1067,82
tidav,2017,4,1119,96
tidav,2018,1,1203,104
tidav,2018,2,1261,100
tidav,2018,3,1256,61
tidav,2018,4,1286,86
tidav,2019,1,1324,95
tidav,2019,2,1375,75
tidav,2019,3,1400,85
tidav,2019,4,1430,75
tidav,2020,2,1456,46
tidav,2020,1,1449,65
tidav,2016,3,850,107
famad,2015,1,61,3
famad,2015,2,62,4
famad,2015,3,67,8
famad,2015,4,66,6
famad,2016,1,70,6
famad,2016,2,75,8
famad,2016,3,85,11
famad,2016,4,88,11
famad,2017,1,96,11
famad,2017,2,95,11
famad,2017,3,94,7
famad,2017,4,102,13
famad,2018,1,108,8
famad,2018,2,111,10
famad,2018,3,121,15
famad,2018,4,124,11
famad,2019,1,129,8
famad,2019,2,140,8
famad,2019,3,132,11
famad,2019,4,130,4
famad,2020,2,124,0
famad,2020,1,129,4
rosur,2015,1,121,15
rosur,2015,2,133,15
rosur,2015,3,124,12
rosur,2015,4,126,6
rosur,2016,1,135,13
rosur,2016,2,143,12
rosur,2016,3,169,30
rosur,2016,4,182,27
rosur,2017,1,205,23
rosur,2017,2,214,28
rosur,2017,3,221,18
rosur,2017,4,232,21
rosur,2018,1,237,18
rosur,2018,2,238,17
rosur,2018,3,254,28
rosur,2018,4,245,13
rosur,2019,1,250,19
rosur,2019,2,255,16
rosur,2019,3,256,15
rosur,2019,4,268,28
rosur,2020,2,301,37
rosur,2020,1,268,22
ramun,2015,1,6,5
ramun,2015,2,6,0
ramun,2015,3,8,2
ramun,2015,4,15,7
ramun,2016,1,24,11
ramun,2016,2,32,10
ramun,2016,3,40,14
ramun,2016,4,38,4
ramun,2017,1,48,13
ramun,2017,2,50,11
ramun,2017,3,70,18
ramun,2017,4,70,10
ramun,2018,1,88,21
ramun,2018,2,96,13
ramun,2018,3,106,16
ramun,2018,4,105,12
ramun,2019,1,111,10
ramun,2019,2,118,15
ramun,2019,3,115,7
ramun,2019,4,116,6
ramun,2020,2,89,2
ramun,2020,1,109,2
pigoh,2015,1,106,13
pigoh,2015,2,115,15
pigoh,2015,3,122,8
pigoh,2015,4,127,16
pigoh,2016,1,140,11
pigoh,2016,2,150,14
pigoh,2016,3,163,18
pigoh,2016,4,172,11
pigoh,2017,1,187,19
pigoh,2017,2,194,15
pigoh,2017,3,221,24
pigoh,2017,4,230,33
pigoh,2018,1,250,22
pigoh,2018,2,264,21
pigoh,2018,3,275,19
pigoh,2018,4,287,19
pigoh,2019,1,276,14
pigoh,2019,2,263,19
pigoh,2019,3,278,27
pigoh,2019,4,266,19
pigoh,2020,2,270,13
pigoh,2020,1,282,22
zihol,2015,1,207,11
zihol,2015,2,214,11
zihol,2015,3,225,14
zihol,2015,4,225,10
zihol,2016,1,234,15
zihol,2016,2,243,14
zihol,2016,3,260,25
zihol,2016,4,258,7
zihol,2017,1,277,14
zihol,2017,2,285,19
zihol,2017,3,305,15
zihol,2017,4,309,15
zihol,2018,1,311,10
zihol,2018,2,322,12
zihol,2018,3,326,15
zihol,2018,4,342,16
zihol,2019,1,340,8
zihol,2019,2,347,20
zihol,2019,3,358,22
zihol,2019,4,366,13
zihol,2020,2,356,0
zihol,2020,1,382,19
kosim,2015,1,320,26
kosim,2015,2,323,13
kosim,2015,3,337,22
kosim,2015,4,342,13
kosim,2016,1,364,25
kosim,2016,2,372,12
kosim,2016,3,385,19
kosim,2016,4,377,7
kosim,2017,1,391,26
kosim,2017,2,407,23
kosim,2017,3,419,13
kosim,2017,4,438,32
kosim,2018,1,478,40
kosim,2018,2,496,34
kosim,2018,3,480,28
kosim,2018,4,509,31
kosim,2019,1,529,21
kosim,2019,2,533,24
kosim,2019,3,540,19
kosim,2019,4,552,20
kosim,2020,2,559,7
kosim,2020,1,563,20
dobon,2015,1,192,5
dobon,2015,2,194,7
dobon,2015,3,191,5
dobon,2015,4,191,9
dobon,2016,1,189,7
dobon,2016,2,191,7
dobon,2016,3,195,10
dobon,2016,4,195,6
dobon,2017,1,201,8
dobon,2017,2,199,5
dobon,2017,3,204,6
dobon,2017,4,203,5
dobon,2018,1,220,19
dobon,2018,2,248,26
dobon,2018,3,251,12
dobon,2018,4,258,11
dobon,2019,1,263,10
dobon,2019,2,265,9
dobon,2019,3,259,7
dobon,2019,4,262,10
dobon,2020,1,264,7
dobon,2020,2,264,8
minup,2015,1,203,14
minup,2015,2,218,14
minup,2015,3,226,10
minup,2015,4,226,11
minup,2016,1,225,8
minup,2016,2,227,6
minup,2016,3,232,7
minup,2016,4,241,21
minup,2017,1,253,18
minup,2017,2,257,13
minup,2017,3,278,19
minup,2017,4,292,17
minup,2018,1,309,20
minup,2018,2,322,18
minup,2018,3,339,24
minup,2018,4,341,9
minup,2019,1,347,17
minup,2019,2,349,18
minup,2019,3,354,15
minup,2019,4,356,8
minup,2020,2,367,3
minup,2020,1,373,9
kofah,2015,1,129,14
kofah,2015,2,142,16
kofah,2015,3,157,19
kofah,2015,4,165,11
kofah,2016,1,171,5
kofah,2016,2,165,9
kofah,2016,3,174,17
kofah,2016,4,186,19
kofah,2017,1,203,18
kofah,2017,2,194,6
kofah,2017,3,210,22
kofah,2017,4,216,10
kofah,2018,1,211,5
kofah,2018,2,210,6
kofah,2018,3,215,10
kofah,2018,4,220,13
kofah,2019,1,231,11
kofah,2019,2,232,7
kofah,2019,3,230,9
kofah,2019,4,230,11
kofah,2020,2,232,5
kofah,2020,1,228,13
rugab,2015,1,100,2
rugab,2015,2,111,5
rugab,2015,3,116,12
rugab,2016,1,122,4
rugab,2016,2,119,9
rugab,2016,3,140,30
rugab,2016,4,151,13
rugab,2017,1,171,13
rugab,2017,2,177,13
rugab,2017,3,176,12
rugab,2017,4,182,14
rugab,2018,2,203,9
rugab,2018,3,205,12
rugab,2018,4,218,11
rugab,2019,1,210,5
rugab,2019,2,210,9
rugab,2019,3,214,12
rugab,2019,4,214,8
rugab,2020,2,223,9
rugab,2020,1,216,5
zarot,2015,1,172,23
zarot,2015,2,180,16
zarot,2015,3,206,25
zarot,2015,4,222,26
zarot,2016,1,227,21
zarot,2016,2,245,29
zarot,2016,3,283,43
zarot,2016,4,306,30
zarot,2017,1,330,29
zarot,2017,2,389,39
zarot,2017,3,392,25
zarot,2017,4,383,30
zarot,2018,1,407,30
zarot,2018,2,442,59
zarot,2018,3,516,59
zarot,2018,4,504,49
zarot,2019,1,542,54
zarot,2019,2,577,57
zarot,2019,3,609,51
zarot,2019,4,613,35
zarot,2020,2,678,48
zarot,2020,1,631,64
bohal,2015,1,22,0
bohal,2015,2,15,0
bohal,2015,3,16,3
bohal,2015,4,16,0
bohal,2016,1,16,0
bohal,2016,2,18,2
bohal,2016,3,18,0
bohal,2016,4,19,1
bohal,2017,1,18,0
bohal,2017,2,16,0
